Ac 2c 3c    user
10c Js 6s   ziegfeld
10c Js 7s   sitio
10c Js 8s   volos
10c Js 9s   roussel
10c Js 10s  fuze
10c Js Qs   furnish
10c Js Ks   discos
10c Js Ah   plazas
10c Js 2h   dearest
10c Js 3h   kiernan
10c Js 4h   hexapoda
10c Js 5h   churn
10c Js 6h   asaph
10c Js 7h   trackage
10c Js 8h   outage
10c Js 9h   halting
10c Js 10h  enthalpy
10c Js Jh   leans
10c Js Qh   whistles
10c Js Kh   haughton
10c Qs Ac   aldehyde
10c Qs 2c   porgy
10c Qs 3c   outcrops
10c Qs 4c   carlist
10c Qs 5c   timid
10c Qs 6c   thicke
10c Qs 7c   scarred
10c Qs 8c   cherish
10c Qs 9c   lundberg
10c Qs Jc   ebro
10c Qs Qc   brushed
10c Qs Kc   reinhart
10c Qs Ad   mariachi
10c Qs 2d   hayato
10c Qs 3d   gobble
10c Qs 4d   daggers
10c Qs 5d   amethyst
10c Qs 6d   alumnae
10c Qs 7d   flavours
10c Qs 8d   chalet
10c Qs 9d   townsite
10c Qs 10d  hymnal
10c Qs Jd   cogan
10c Qs Qd   cocteau
10c Qs Kd   brash
10c Qs As   reckon
10c Qs 2s   mobley
10c Qs 3s   merited
10c Qs 4s   berk
10c Qs 5s   ruptured
10c Qs 6s   disuse
10c Qs 7s   violetta
10c Qs 8s   nona
10c Qs 9s   mayberry
10c Qs 10s  brees
10c Qs Js   afield
10c Qs Ks   weep
10c Qs Ah   victors
10c Qs 2h   relevent
10c Qs 3h   parkdale
10c Qs 4h   turco
10c Qs 5h   rais
10c Qs 6h   grattan
10c Qs 7h   fiches
10c Qs 8h   dianna
10c Qs 9h   amhara
10c Qs 10h  timbuktu
10c Qs Jh   stour
10c Qs Qh   sprawl
10c Qs Kh   filer
10c Ks Ac   swainson
10c Ks 2c   proms
10c Ks 3c   snipers
10c Ks 4c   marga
10c Ks 5c   goggles
10c Ks 6c   villager
10c Ks 7c   raison
10c Ks 8c   pavlodar
10c Ks 9c   hatchery
10c Ks Jc   apostasy
10c Ks Qc   sauna
10c Ks Kc   perched
10c Ks Ad   hinges
10c Ks 2d   fribbler
10c Ks 3d   dredge
10c Ks 4d   dhar
10c Ks 5d   dares
10c Ks 6d   honorius
10c Ks 7d   agave
10c Ks 8d   quashed
10c Ks 9d   leninism
10c Ks 10d  cleve
10c Ks Jd   morgana
10c Ks Qd   forgives
10c Ks Kd   clarita
10c Ks As   rockdale
10c Ks 2s   intelsat
10c Ks 3s   inciting
10c Ks 4s   hooped
10c Ks 5s   garages
10c Ks 6s   douai
10c Ks 7s   bidwell
10c Ks 8s   tactile
10c Ks 9s   pipers
10c Ks 10s  fizz
10c Ks Js   altair
10c Ks Qs   smithers
10c Ks Ah   poking
10c Ks 2h   frieda
10c Ks 3h   avatars
10c Ks 4h   fara
10c Ks 5h   ecstatic
10c Ks 6h   sango
10c Ks 7h   foia
10c Ks 8h   facie
10c Ks 9h   etude
10c Ks 10h  bookmark
10c Ks Jh   ghibli
10c Ks Qh   conic
10c Ks Kh   mondial
10c Ah Ac   mimics
10c Ah 2c   despised
10c Ah 3c   watters
10c Ah 4c   shag
10c Ah 5c   ramsden
10c Ah 6c   gundeck
10c Ah 7c   symon
10c Ah 8c   stalag
10c Ah 9c   singly
10c Ah Jc   renwick
10c Ah Qc   lawns
10c Ah Kc   eglin
10c Ah Ad   sideman
10c Ah 2d   lowly
10c Ah 3d   cherries
10c Ah 4d   stol
10c Ah 5d   leveling
10c Ah 6d   hormonal
10c Ah 7d   blurbs
10c Ah 8d   sieve
10c Ah 9d   latterly
10c Ah 10d  awfully
10c Ah Jd   islay
10c Ah Qd   bigotry
10c Ah Kd   ermine
10c Ah As   devan
10c Ah 2s   abbeys
10c Ah 3s   dolomite
10c Ah 4s   cleland
10c Ah 5s   turki
10c Ah 6s   orly
10c Ah 7s   newsom
10c Ah 8s   lousy
10c Ah 9s   clapp
10c Ah 10s  butyl
10c Ah Js   alfalfa
10c Ah Qs   willa
10c Ah Ks   monts
10c Ah 2h   labourer
10c Ah 3h   wessel
10c Ah 4h   spiel
10c Ah 5h   rife
10c Ah 6h   negroes
10c Ah 7h   malkin
10c Ah 8h   fairport
10c Ah 9h   samsun
10c Ah 10h  melts
10c Ah Jh   karna
10c Ah Qh   alerting
10c Ah Kh   agrilus
10c 2h Ac   myrna
10c 2h 2c   fumes
10c 2h 3c   seabirds
10c 2h 4c   pelota
10c 2h 5c   suburbia
10c 2h 6c   kelleher
10c 2h 7c   iana
10c 2h 8c   buffers
10c 2h 9c   pundits
10c 2h Jc   pembina
10c 2h Qc   grammars
10c 2h Kc   taper
10c 2h Ad   shute
10c 2h 2d   pori
10c 2h 3d   maggio
10c 2h 4d   conny
10c 2h 5d   bylaws
10c 2h 6d   orcs
10c 2h 7d   ishtar
10c 2h 8d   colburn
10c 2h 9d   chubby
10c 2h 10d  chit
10c 2h Jd   studded
10c 2h Qd   grendel
10c 2h Kd   etchings
10c 2h As   baffled
10c 2h 2s   arundell
10c 2h 3s   lobed
10c 2h 4s   fishy
10c 2h 5s   auden
10c 2h 6s   piling
10c 2h 7s   pacer
10c 2h 8s   fortin
10c 2h 9s   espoused
10c 2h 10s  swears
10c 2h Js   safeway
10c 2h Qs   nikolas
10c 2h Ks   brubeck
10c 2h Ah   bridle
10c 2h 3h   proverb
10c 2h 4h   dismayed
10c 2h 5h   kand
10c 2h 6h   scone
10c 2h 7h   rafters
10c 2h 8h   overlaid
10c 2h 9h   nook
10c 2h 10h  locates
10c 2h Jh   lenore
10c 2h Qh   larus
10c 2h Kh   kyrie
10c 3h Ac   tarquin
10c 3h 2c   sumer
10c 3h 3c   sprayed
10c 3h 4c   oysters
10c 3h 5c   gosh
10c 3h 6c   coven
10c 3h 7c   yami
10c 3h 8c   ulmer
10c 3h 9c   romaine
10c 3h Jc   ginn
10c 3h Qc   bluejays
10c 3h Kc   riddles
10c 3h Ad   checkout
10c 3h 2d   cardenas
10c 3h 3d   azal
10c 3h 4d   tumble
10c 3h 5d   mero
10c 3h 6d   mattie
10c 3h 7d   gleaner
10c 3h 8d   expwy
10c 3h 9d   dwindled
10c 3h 10d  abia
10c 3h Jd   quarks
10c 3h Qd   phonemic
10c 3h Kd   fret
10c 3h As   verney
10c 3h 2s   renan
10c 3h 3s   noguchi
10c 3h 4s   monahan
10c 3h 5s   hating
10c 3h 6s   campana
10c 3h 7s   bade
10c 3h 8s   scopes
10c 3h 9s   lumbar
10c 3h 10s  galleon
10c 3h Js   chasse
10c 3h Qs   champa
10c 3h Ks   betrays
10c 3h Ah   rejoice
10c 3h 2h   malaga
10c 3h 4h   erebus
10c 3h 5h   teapot
10c 3h 6h   precepts
10c 3h 7h   alga
10c 3h 8h   waffle
10c 3h 9h   poetical
10c 3h 10h  mccreary
10c 3h Jh   beltrami
10c 3h Qh   amba
10c 3h Kh   viscous
10c 4h Ac   ufer
10c 4h 2c   refitted
10c 4h 3c   noddy
10c 4h 4c   glazer
10c 4h 5c   gilead
10c 4h 6c   dimaggio
10c 4h 7c   verna
10c 4h 8c   ovate
10c 4h 9c   kore
10c 4h Jc   fondness
10c 4h Qc   excesses
10c 4h Kc   scap
10c 4h Ad   keokuk
10c 4h 2d   comix
10c 4h 3d   astray
10c 4h 4d   manas
10c 4h 5d   goblins
10c 4h 6d   daniell
10c 4h 7d   candela
10c 4h 8d   beholder
10c 4h 9d   wels
10c 4h 10d  transom
10c 4h Jd   huss
10c 4h Qd   gestalt
10c 4h Kd   bagpipes
10c 4h As   potency
10c 4h 2s   pinkish
10c 4h 3s   chui
10c 4h 4s   soldat
10c 4h 5s   saltire
10c 4h 6s   pipit
10c 4h 7s   hanbury
10c 4h 8s   victoire
10c 4h 9s   jeffers
10c 4h 10s  wormhole
10c 4h Js   molla
10c 4h Qs   ganymede
10c 4h Ks   yucatan
10c 4h Ah   stockman
10c 4h 2h   shuts
10c 4h 3h   pannonia
10c 4h 5h   mmmm
10c 4h 6h   taal
10c 4h 7h   synonymy
10c 4h 8h   streep
10c 4h 9h   katakana
10c 4h 10h  hearsay
10c 4h Jh   easley
10c 4h Qh   redfield
10c 4h Kh   platypus
10c 5h Ac   milltown
10c 5h 2c   hoodoo
10c 5h 3c   floss
10c 5h 4c   dorje
10c 5h 5c   tlingit
10c 5h 6c   shove
10c 5h 7c   plana
10c 5h 8c   outboard
10c 5h 9c   optioned
10c 5h Jc   mcveigh
10c 5h Qc   arabella
10c 5h Kc   manse
10c 5h Ad   buzzer
10c 5h 2d   bajaj
10c 5h 3d   stingers
10c 5h 4d   salons
10c 5h 5d   liqueur
10c 5h 6d   init
10c 5h 7d   manure
10c 5h 8d   durrell
10c 5h 9d   chur
10c 5h 10d  hmso
10c 5h Jd   bikaner
10c 5h Qd   babur
10c 5h Kd   whipping
10c 5h As   hordes
10c 5h 2s   faceless
10c 5h 3s   entailed
10c 5h 4s   despot
10c 5h 5s   blowout
10c 5h 6s   vasu
10c 5h 7s   nysa
10c 5h 8s   matha
10c 5h 9s   gnaeus
10c 5h 10s  disallow
10c 5h Js   bandon
10c 5h Qs   amadou
10c 5h Ks   vickery
10c 5h Ah   venn
10c 5h 2h   fluency
10c 5h 3h   clank
10c 5h 4h   anguish
10c 5h 6h   toshiko
10c 5h 7h   sudhir
10c 5h 8h   remaster
10c 5h 9h   overtook
10c 5h 10h  flog
10c 5h Jh   buckets
10c 5h Qh   zavala
10c 5h Kh   wiles
10c 6h Ac   rocked
10c 6h 2c   keir
10c 6h 3c   jair
10c 6h 4c   caged
10c 6h 5c   agung
10c 6h 6c   uncovers
10c 6h 7c   tonto
10c 6h 8c   symposia
10c 6h 9c   swindle
10c 6h Jc   probing
10c 6h Qc   pigman
10c 6h Kc   maar
10c 6h Ad   timbre
10c 6h 2d   reckoned
10c 6h 3d   mindful
10c 6h 4d   michiko
10c 6h 5d   leann
10c 6h 6d   kidder
10c 6h 7d   busway
10c 6h 8d   vernal
10c 6h 9d   proust
10c 6h 10d  gcmg
10c 6h Jd   bolling
10c 6h Qd   plosive
10c 6h Kd   meads
10c 6h As   banka
10c 6h 2s   voskhod
10c 6h 3s   troupes
10c 6h 4s   mosby
10c 6h 5s   lier
10c 6h 6s   dione
10c 6h 7s   cession
10c 6h 8s   benefice
10c 6h 9s   whitelaw
10c 6h 10s  washer
10c 6h Js   savory
10c 6h Qs   resists
10c 6h Ks   orel
10c 6h Ah   cusp
10c 6h 2h   insides
10c 6h 3h   gnomes
10c 6h 4h   curren
10c 6h 5h   thurmond
10c 6h 7h   tumulus
10c 6h 8h   reebok
10c 6h 9h   melgar
10c 6h 10h  kernels
10c 6h Jh   hubbell
10c 6h Qh   gouda
10c 6h Kh   cassia
10c 7h Ac   andrus
10c 7h 2c   paulie
10c 7h 3c   moroni
10c 7h 4c   wilding
10c 7h 5c   oxidized
10c 7h 6c   germs
10c 7h 7c   bittern
10c 7h 8c   wotton
10c 7h 9c   vitreous
10c 7h Jc   stilwell
10c 7h Qc   incite
10c 7h Kc   automate
10c 7h Ad   penryn
10c 7h 2d   mraz
10c 7h 3d   merc
10c 7h 4d   kenwood
10c 7h 5d   kemble
10c 7h 6d   ismaili
10c 7h 7d   erlewine
10c 7h 8d   eris
10c 7h 9d   diwali
10c 7h 10d  boasting
10c 7h Jd   strummer
10c 7h Qd   rigidity
10c 7h Kd   executor
10c 7h As   catheter
10c 7h 2s   sigla
10c 7h 3s   eusebio
10c 7h 4s   dimer
10c 7h 5s   breads
10c 7h 6s   tilings
10c 7h 7s   radman
10c 7h 8s   pups
10c 7h 9s   alluding
10c 7h 10s  silos
10c 7h Js   nostrand
10c 7h Qs   handouts
10c 7h Ks   clavier
10c 7h Ah   reliever
10c 7h 2h   aurel
10c 7h 3h   pabst
10c 7h 4h   lilia
10c 7h 5h   exon
10c 7h 6h   capes
10c 7h 8h   bornholm
10c 7h 9h   stefania
10c 7h 10h  joys
10c 7h Jh   stuffing
10c 7h Qh   repr
10c 7h Kh   alten
10c 8h Ac   weiser
10c 8h 2c   violeta
10c 8h 3c   russula
10c 8h 4c   nunnery
10c 8h 5c   moorland
10c 8h 6c   guano
10c 8h 7c   chamorro
10c 8h 8c   tableaux
10c 8h 9c   shard
10c 8h Jc   orpheum
10c 8h Qc   newby
10c 8h Kc   libs
10c 8h Ad   escudero
10c 8h 2d   arakawa
10c 8h 3d   vacate
10c 8h 4d   steely
10c 8h 5d   kantor
10c 8h 6d   havering
10c 8h 7d   hatches
10c 8h 8d   guha
10c 8h 9d   erasing
10c 8h 10d  bins
10c 8h Jd   barnwell
10c 8h Qd   vihara
10c 8h Kd   thruster
10c 8h As   goetz
10c 8h 2s   benedikt
10c 8h 3s   snelling
10c 8h 4s   migraine
10c 8h 5s   fuses
10c 8h 6s   fata
10c 8h 7s   tadashi
10c 8h 8s   scop
10c 8h 9s   loka
10c 8h 10s  draped
10c 8h Js   avocado
10c 8h Qs   subsumed
10c 8h Ks   sepsis
10c 8h Ah   sandal
10c 8h 2h   telethon
10c 8h 3h   meager
10c 8h 4h   injure
10c 8h 5h   galatea
10c 8h 6h   begonia
10c 8h 7h   torbay
10c 8h 9h   sues
10c 8h 10h  holtz
10c 8h Jh   faerie
10c 8h Qh   petaling
10c 8h Kh   adaptor
10c 9h Ac   swaps
10c 9h 2c   shotguns
10c 9h 3c   safest
10c 9h 4c   molds
10c 9h 5c   gunning
10c 9h 6c   chopping
10c 9h 7c   scotti
10c 9h 8c   noses
10c 9h 9c   repulse
10c 9h Jc   abbe
10c 9h Qc   taxicab
10c 9h Kc   tantalum
10c 9h Ad   repo
10c 9h 2d   rebuffed
10c 9h 3d   maro
10c 9h 4d   karp
10c 9h 5d   gauri
10c 9h 6d   abacus
10c 9h 7d   sterne
10c 9h 8d   michell
10c 9h 9d   matsu
10c 9h 10d  mcginnis
10c 9h Jd   krefeld
10c 9h Qd   hooke
10c 9h Kd   cospar
10c 9h As   collars
10c 9h 2s   unclean
10c 9h 3s   tegan
10c 9h 4s   noerror
10c 9h 5s   negate
10c 9h 6s   mcnamee
10c 9h 7s   androgen
10c 9h 8s   timers
10c 9h 9s   nitz
10c 9h 10s  martell
10c 9h Js   ashdown
10c 9h Qs   adlai
10c 9h Ks   wilber
10c 9h Ah   unknowns
10c 9h 2h   kopp
10c 9h 3h   bufo
10c 9h 4h   whack
10c 9h 5h   surinam
10c 9h 6h   studs
10c 9h 7h   scudder
10c 9h 8h   benet
10c 9h 10h  takedown
10c 9h Jh   storer
10c 9h Qh   nazim
10c 9h Kh   kerstin
10c 10h Ac  essie
10c 10h 2c  epoxy
10c 10h 3c  darkly
10c 10h 4c  bili
10c 10h 5c  quoin
10c 10h 6c  bypasses
10c 10h 7c  acceptor
10c 10h 8c  servo
10c 10h 9c  rowell
10c 10h Jc  rioters
10c 10h Qc  plante
10c 10h Kc  massenet
10c 10h Ad  martinis
10c 10h 2d  lemons
10c 10h 3d  laments
10c 10h 4d  kerouac
10c 10h 5d  antigone
10c 10h 6d  spud
10c 10h 7d  perrier
10c 10h 8d  dobie
10c 10h 9d  mobilize
10c 10h 10d jute
10c 10h Jd  getter
10c 10h Qd  shanty
10c 10h Kd  ducts
10c 10h As  ensenada
10c 10h 2s  banc
10c 10h 3s  unleash
10c 10h 4s  malachi
10c 10h 5s  furler
10c 10h 6s  yank
10c 10h 7s  unfold
10c 10h 8s  rieti
10c 10h 9s  nuffield
10c 10h 10s grete
10c 10h Js  garson
10c 10h Qs  boaz
10c 10h Ks  trillium
10c 10h Ah  roseland
10c 10h 2h  ratify
10c 10h 3h  burdon
10c 10h 4h  bish
10c 10h 5h  rangpur
10c 10h 6h  nicolay
10c 10h 7h  michie
10c 10h 8h  lapwing
10c 10h 9h  giga
10c 10h Jh  emmen
10c 10h Qh  whoa
10c 10h Kh  vaasa
10c Jh Ac   tint
10c Jh 2c   spares
10c Jh 3c   prawn
10c Jh 4c   peerages
10c Jh 5c   nudge
10c Jh 6c   polaroid
10c Jh 7c   girdle
10c Jh 8c   daisies
10c Jh 9c   upriver
10c Jh Jc   aili
10c Jh Qc   rann
10c Jh Kc   milit
10c Jh Ad   hydroxyl
10c Jh 2d   feller
10c Jh 3d   dilution
10c Jh 4d   rafaela
10c Jh 5d   lurie
10c Jh 6d   kemerovo
10c Jh 7d   galton
10c Jh 8d   flips
10c Jh 9d   biafra
10c Jh 10d  wheelock
10c Jh Jd   regimen
10c Jh Qd   puzzling
10c Jh Kd   oram
10c Jh As   engulfed
10c Jh 2s   porting
10c Jh 3s   emphatic
10c Jh 4s   corky
10c Jh 5s   britta
10c Jh 6s   adore
10c Jh 7s   wallsend
10c Jh 8s   triplet
10c Jh 9s   mireille
10c Jh 10s  milanese
10c Jh Js   hollies
10c Jh Qs   forex
10c Jh Ks   fifi
10c Jh Ah   schwaben
10c Jh 2h   satara
10c Jh 3h   orem
10c Jh 4h   ashmore
10c Jh 5h   sadi
10c Jh 6h   raimundo
10c Jh 7h   gryphon
10c Jh 8h   warmly
10c Jh 9h   erbil
10c Jh 10h  amassing
10c Jh Qh   heli
10c Jh Kh   glycerol
10c Qh Ac   emcee
10c Qh 2c   vitus
10c Qh 3c   stamping
10c Qh 4c   samadhi
10c Qh 5c   gutted
10c Qh 6c   fogo
10c Qh 7c   bolted
10c Qh 8c   tenet
10c Qh 9c   spacer
10c Qh Jc   pelagic
10c Qh Qc   moulding
10c Qh Kc   masted
10c Qh Ad   fishman
10c Qh 2d   mote
10c Qh 3d   deering
10c Qh 4d   sumy
10c Qh 5d   shameful
10c Qh 6d   pulley
10c Qh 7d   mollie
10c Qh 8d   irishman
10c Qh 9d   holi
10c Qh 10d  armorial
10c Qh Jd   amenable
10c Qh Qd   shirvan
10c Qh Kd   belen
10c Qh As   seahorse
10c Qh 2s   marigold
10c Qh 3s   luxe
10c Qh 4s   fervent
10c Qh 5s   chilli
10c Qh 6s   wester
10c Qh 7s   wendt
10c Qh 8s   thankyou
10c Qh 9s   tenses
10c Qh 10s  parsi
10c Qh Js   mise
10c Qh Qs   justicia
10c Qh Ks   iquique
10c Qh Ah   evaded
10c Qh 2h   chaumont
10c Qh 3h   sasa
10c Qh 4h   gelding
10c Qh 5h   gehrig
10c Qh 6h   cornel
10c Qh 7h   teardrop
10c Qh 8h   reprisal
10c Qh 9h   konstanz
10c Qh 10h  jehan
10c Qh Jh   sethi
10c Qh Kh   puffy
10c Kh Ac   emus
10c Kh 2c   vannes
10c Kh 3c   ossetian
10c Kh 4c   excite
10c Kh 5c   keble
10c Kh 6c   cleburne
10c Kh 7c   wallach
10c Kh 8c   mismatch
10c Kh 9c   lemay
10c Kh Jc   collard
10c Kh Qc   bilabial
10c Kh Kc   assuring
10c Kh Ad   predate
10c Kh 2d   muffin
10c Kh 3d   camber
10c Kh 4d   admirers
10c Kh 5d   digraph
10c Kh 6d   auster
10c Kh 7d   wyeth
10c Kh 8d   vengeful
10c Kh 9d   redline
10c Kh 10d  morgen
10c Kh Jd   kirkman
10c Kh Qd   jona
10c Kh Kd   hilt
10c Kh As   tiran
10c Kh 2s   rnzaf
10c Kh 3s   gump
10c Kh 4s   caritas
10c Kh 5s   wyandot
10c Kh 6s   ribbed
10c Kh 7s   perp
10c Kh 8s   matsuri
10c Kh 9s   fairlie
10c Kh 10s  carmina
10c Kh Js   alyson
10c Kh Qs   alcazar
10c Kh Ks   tasker
10c Kh Ah   piedra
10c Kh 2h   foals
10c Kh 3h   bareilly
10c Kh 4h   alkyl
10c Kh 5h   toponyms
10c Kh 6h   sixes
10c Kh 7h   scaly
10c Kh 8h   rincon
10c Kh 9h   coulomb
10c Kh 10h  urania
10c Kh Jh   gourd
10c Kh Qh   dysart
Jc Ac 2c    bashing
Jc Ac 3c    pyne
Jc Ac 4c    lingo
Jc Ac 5c    hairless
Jc Ac 6c    gravely
Jc Ac 7c    ataxia
Jc Ac 8c    vanda
Jc Ac 9c    kerri
Jc Ac 10c   blantyre
Jc Ac Qc    whiskers
Jc Ac Kc    cerf
Jc Ac Ad    togolese
Jc Ac 2d    zanu
Jc Ac 3d    feeble
Jc Ac 4d    chansons
Jc Ac 5d    woes
Jc Ac 6d    suitor
Jc Ac 7d    seabrook
Jc Ac 8d    pani
Jc Ac 9d    chunichi
Jc Ac 10d   sapienza
Jc Ac Jd    prepaid
Jc Ac Qd    midwives
Jc Ac Kd    hakodate
Jc Ac As    broz
Jc Ac 2s    tisza
Jc Ac 3s    sangamon
Jc Ac 4s    noelle
Jc Ac 5s    mensa
Jc Ac 6s    jammed
Jc Ac 7s    chiaki
Jc Ac 8s    lauro
Jc Ac 9s    yonder
Jc Ac 10s   flowered
Jc Ac Js    deflect
Jc Ac Qs    vier
Jc Ac Ks    statham
Jc Ac Ah    ostia
Jc Ac 2h    devotes
Jc Ac 3h    otway
Jc Ac 4h    chorz
Jc Ac 5h    caguas
Jc Ac 6h    walkways
Jc Ac 7h    seduced
Jc Ac 8h    plush
Jc Ac 9h    overran
Jc Ac 10h   heriot
Jc Ac Jh    buttocks
Jc Ac Qh    salinger
Jc Ac Kh    mukhtar
Jc 2c Ac    katalin
Jc 2c 3c    heil
Jc 2c 4c    footwork
Jc 2c 5c    visceral
Jc 2c 6c    gielgud
Jc 2c 7c    fiancee
Jc 2c 8c    articled
Jc 2c 9c    agena
Jc 2c 10c   widgets
Jc 2c Qc    travail
Jc 2c Kc    talmudic
Jc 2c Ad    mamie
Jc 2c 2d    labuan
Jc 2c 3d    iver
Jc 2c 4d    agostini
Jc 2c 5d    plantain
Jc 2c 6d    mensch
Jc 2c 7d    berserk
Jc 2c 8d    austere
Jc 2c 9d    shani
Jc 2c 10d   papillon
Jc 2c Jd    typhoons
Jc 2c Qd    squamish
Jc 2c Kd    lyall
Jc 2c As    cofactor
Jc 2c 2s    carn
Jc 2c 3s    beng
Jc 2c 4s    nutmeg
Jc 2c 5s    meander
Jc 2c 6s    luncheon
Jc 2c 7s    inkers
Jc 2c 8s    grader
Jc 2c 9s    chertsey
Jc 2c 10s   boarders
Jc 2c Js    yolande
Jc 2c Qs    woolsey
Jc 2c Ks    fiume
Jc 2c Ah    dede
Jc 2c 2h    accented
Jc 2c 3h    sayles
Jc 2c 4h    duhamel
Jc 2c 5h    zaid
Jc 2c 6h    tondo
Jc 2c 7h    ruggiero
Jc 2c 8h    handlers
Jc 2c 9h    gondwana
Jc 2c 10h   wort
Jc 2c Jh    piggott
Jc 2c Qh    icbm
Jc 2c Kh    doughnut
Jc 3c Ac    dads
Jc 3c 2c    villard
Jc 3c 4c    traci
Jc 3c 5c    smalley
Jc 3c 6c    selig
Jc 3c 7c    poignant
Jc 3c 8c    muck
Jc 3c 9c    msgr
Jc 3c 10c   everson
Jc 3c Qc    drifters
Jc 3c Kc    waning
Jc 3c Ad    twig
Jc 3c 2d    kurd
Jc 3c 3d    kcal
Jc 3c 4d    armavir
Jc 3c 5d    woolen
Jc 3c 6d    plympton
Jc 3c 7d    millen
Jc 3c 8d    baroni
Jc 3c 9d    ammonite
Jc 3c 10d   zhukov
Jc 3c Jd    veneer
Jc 3c Qd    upfront
Jc 3c Kd    pusan
Jc 3c As    pacing
Jc 3c 2s    kannan
Jc 3c 3s    hams
Jc 3c 4s    caster
Jc 3c 5s    boccia
Jc 3c 6s    templars
Jc 3c 7s    stoic
Jc 3c 8s    kegan
Jc 3c 9s    hulled
Jc 3c 10s   curragh
Jc 3c Js    costumed
Jc 3c Qs    westphal
Jc 3c Ks    roraima
Jc 3c Ah    numero
Jc 3c 2h    gunung
Jc 3c 3h    chiayi
Jc 3c 4h    lando
Jc 3c 5h    notched
Jc 3c 6h    matta
Jc 3c 7h    dips
Jc 3c 8h    dili
Jc 3c 9h    compi
Jc 3c 10h   vertebra
Jc 3c Jh    tomkins
Jc 3c Qh    ogata
Jc 3c Kh    enmity
Jc 4c Ac    celina
Jc 4c 2c    berners
Jc 4c 3c    zool
Jc 4c 5c    shunt
Jc 4c 6c    innuendo
Jc 4c 7c    equated
Jc 4c 8c    carefree
Jc 4c 9c    scythian
Jc 4c 10c   emacs
Jc 4c Qc    phony
Jc 4c Kc    dingwall
Jc 4c Ad    gaborone
Jc 4c 2d    fleshed
Jc 4c 3d    dunc
Jc 4c 4d    vulgate
Jc 4c 5d    mohandas
Jc 4c 6d    landa
Jc 4c 7d    karelian
Jc 4c 8d    doro
Jc 4c 9d    darkened
Jc 4c 10d   trescott
Jc 4c Jd    quai
Jc 4c Qd    polymath
Jc 4c Kd    nutty
Jc 4c As    lucrezia
Jc 4c 2s    inshore
Jc 4c 3s    glazing
Jc 4c 4s    renewing
Jc 4c 5s    niobium
Jc 4c 6s    gusts
Jc 4c 7s    evie
Jc 4c 8s    barletta
Jc 4c 9s    securely
Jc 4c 10s   nervosa
Jc 4c Js    grogan
Jc 4c Qs    dihedral
Jc 4c Ks    debacle
Jc 4c Ah    sokoto
Jc 4c 2h    nalchik
Jc 4c 3h    klee
Jc 4c 4h    arborea
Jc 4c 5h    septic
Jc 4c 6h    joly
Jc 4c 7h    cannock
Jc 4c 8h    bulger
Jc 4c 9h    ramin
Jc 4c 10h   partake
Jc 4c Jh    cladding
Jc 4c Qh    canarian
Jc 4c Kh    stoddart
Jc 5c Ac    soles
Jc 5c 2c    ragnarok
Jc 5c 3c    nesmith
Jc 5c 4c    lucretia
Jc 5c 6c    jarrow
Jc 5c 7c    guanaco
Jc 5c 8c    ormsby
Jc 5c 9c    optimist
Jc 5c 10c   fouls
Jc 5c Qc    cantus
Jc 5c Kc    asme
Jc 5c Ad    adheres
Jc 5c 2d    pfister
Jc 5c 3d    megabyte
Jc 5c 4d    fannin
Jc 5c 5d    vanden
Jc 5c 6d    shadowy
Jc 5c 7d    malang
Jc 5c 8d    hatters
Jc 5c 9d    gomer
Jc 5c 10d   diddley
Jc 5c Jd    synths
Jc 5c Qd    rhaetian
Jc 5c Kd    cypriots
Jc 5c As    ballade
Jc 5c 2s    voce
Jc 5c 3s    mites
Jc 5c 4s    decorum
Jc 5c 5s    canales
Jc 5c 6s    amat
Jc 5c 7s    vignette
Jc 5c 8s    usefully
Jc 5c 9s    sagra
Jc 5c 10s   lactose
Jc 5c Js    coombe
Jc 5c Qs    birding
Jc 5c Ks    toot
Jc 5c Ah    tass
Jc 5c 2h    pruitt
Jc 5c 3h    loggia
Jc 5c 4h    wandered
Jc 5c 5h    oxbow
Jc 5c 6h    crofton
Jc 5c 7h    cari
Jc 5c 8h    valse
Jc 5c 9h    seale
Jc 5c 10h   marini
Jc 5c Jh    aerials
Jc 5c Qh    sutras
Jc 5c Kh    shalt
Jc 6c Ac    rickman
Jc 6c 2c    latakia
Jc 6c 3c    dreaded
Jc 6c 4c    dinos
Jc 6c 5c    bleeker
Jc 6c 7c    slits
Jc 6c 8c    santee
Jc 6c 9c    iago
Jc 6c 10c   sloops
Jc 6c Qc    dials
Jc 6c Kc    thana
Jc 6c Ad    chemins
Jc 6c 2d    swayed
Jc 6c 3d    pericles
Jc 6c 4d    avars
Jc 6c 5d    ragan
Jc 6c 6d    grasse
Jc 6c 7d    dualism
Jc 6c 8d    cracow
Jc 6c 9d    bindings
Jc 6c 10d   sparc
Jc 6c Jd    saddened
Jc 6c Qd    geranium
Jc 6c Kd    cllr
Jc 6c As    cancels
Jc 6c 2s    preset
Jc 6c 3s    martians
Jc 6c 4s    fielders
Jc 6c 5s    andris
Jc 6c 6s    soraya
Jc 6c 7s    arion
Jc 6c 8s    mantodea
Jc 6c 9s    isomer
Jc 6c 10s   fanshawe
Jc 6c Js    salar
Jc 6c Qs    purports
Jc 6c Ks    pueblos
Jc 6c Ah    coot
Jc 6c 2h    boletus
Jc 6c 3h    acct
Jc 6c 4h    trollope
Jc 6c 5h    jourdan
Jc 6c 6h    arango
